user_screen_name,created_at,text,Country,State,created_month,discourage,topic,topic_id,final_stance,stance_cumulative_sum,topic_frequency
U_Y3lieXN0,2020-01-23 18:06:59+00:00,RT @AJEnglish: The #CoronavirusOutbreak has killed 18 people and infected at least 634 as health authorities around the world take action t…,United States,Texas,January 2020,False,-1_covid19_about_and_you,-1,U,3.0,67
U_TGF1cmllX0dhcnJldHQ=,2020-01-23 18:41:00+00:00,RT @WHO: LIVE: Press conference on the Emergency Committee meeting on new #coronavirus (2019-nCoV) https://t.co/9bWEOJfLZK,United States,New York,January 2020,False,-1_covid19_about_and_you,-1,U,6.0,67
U_bGl0dGxlYnl0ZXNuZXdz,2020-01-23 22:49:10+00:00,"RT @CDCtravel: CDC recommends travelers avoid all nonessential travel to #Wuhan, #China due to an ongoing outbreak of respiratory illness c…",United States,USA,January 2020,False,158_travel_nonessential_advisory_travelers,158,U,-1.0,3
U_ZG9yaXRtaQ==,2020-01-23 23:06:52+00:00,RT @JeremyFarrar: Critical focus on n-CoV2019.  One thing which people can do which would help is to get a flu vaccine.  It will reduce the…,United States,California,January 2020,False,1073_ei_thatll_er_wont,1073,F,8.0,1
U_Sm9Bbm5Ed3llcjU=,2020-01-24 05:08:13+00:00,"RT @WHO: @DrTedros ""Make no mistake. This is an emergency in #China, but it has not yet become a global health emergency. 

WHO’s risk asse…",United States,Massachusetts,January 2020,False,-1_covid19_about_and_you,-1,U,7.0,67
U_Q05CQw==,2020-01-24 13:15:38+00:00,"Former FDA Commissioner Scott Gottlieb compares the coronavirus to SARS, saying the coronavirus seems to be more contagious but ""less severe"" than SARS. https://t.co/TpfMlylTgr https://t.co/23jD7ajv3B",United States,New Jersey,January 2020,False,394_merswhile_mutations_contagious_genetic,394,U,4.0,2
U_Q2hyaXNfMTc5MQ==,2020-01-24 14:09:34+00:00,China restricting travel for 33 million people over coronavirus outbreak https://t.co/WwDIQ5Jdau #News #China via @dcexaminer https://t.co/fClWdFO5Cz,United States,Pennsylvania,January 2020,False,158_travel_nonessential_advisory_travelers,158,U,5.0,3
U_Q2VsZXN0ZWJ5cm5lMw==,2020-01-24 15:09:36+00:00,RT @Millermena: China spent the crucial first days of the Wuhan coronavirus outbreak arresting people who posted about it online and threat…,United States,USA,January 2020,False,-1_covid19_about_and_you,-1,U,11.0,67
U_RG9ubmFZb3VuZ0RD,2020-01-24 15:36:51+00:00,"#CDC reports 2nd case of #nCoV2019 -- this one in Chicago.
Woman in her 60s traveled to Chicago from #Wuhan. 
@DrNancyM_CDC emphasizes risk still ""low"" for spread in U.S. 
63 people in U.S being evaluated. 
#coronavirus #WHO",United States,District of Columbia,January 2020,False,564_60sshe_traveled_woman_chicago,564,U,6.0,1
U_UmVTaW5hbmlhbg==,2020-01-24 15:38:15+00:00,Calls for global ban on wild animal markets amid coronavirus outbreak | Science | The Guardian https://t.co/QfLrvzO28T,United States,USA,January 2020,False,360_snakes_koalas_wildlife_ban,360,U,1.0,2
U_dm9pY2VvZnRoZWh3eQ==,2020-01-24 15:46:19+00:00,"A second US case of deadly coronavirus has been confirmed, this time in Illinois https://t.co/4B8E3VwI3Y https://t.co/s6E9F3O3FV",United States,Georgia,January 2020,False,82_case_chicago_confirmed_confirms,82,U,0.0,4
U_YnVzaW5lc3M=,2020-01-24 15:51:21+00:00,China's lockdown of Wuhan and its surrounding areas to contain the coronavirus represents the first large-scale quarantine in modern times https://t.co/TT5U7e4jH3,United States,New York,January 2020,False,867_wuhan_sealed_waime_tightens,867,U,6.0,1
U_ZGF2aWRwc2RlbQ==,2020-01-24 15:52:23+00:00,"RT @ABC: JUST IN: A second U.S. case of the new coronavirus has been confirmed in a patient in Chicago, according to the Centers for Diseas…",United States,California,January 2020,False,348_diseas_chicago_centers_patient,348,U,6.0,1
U_Q2hyaXNfMTc5MQ==,2020-01-24 15:59:08+00:00,Coronavirus outbreak: 2nd US case confirmed in Chicago https://t.co/VGs5H631xC #HealthFitnessIllinoischinavirus via @6abc https://t.co/RRRHD42YIc,United States,Pennsylvania,January 2020,False,82_case_chicago_confirmed_confirms,82,U,5.0,4
U_TWF0dE11cnBoMjQ=,2020-01-24 16:01:04+00:00,"Coronavirus: US says 'do not travel' to Wuhan, China; airlines offer travel waivers https://t.co/qnGruNbGKp via @usatoday",United States,Virginia,January 2020,False,-1_covid19_about_and_you,-1,U,2.0,67
U_TWFyeUFsaWNlQmlzaG8y,2020-01-24 16:02:40+00:00,"RT @badiucao: Another video showing medics from #wuhan completely burn out &amp; melt down.
really sad and angry to see this happening
they nee…",United States,Ohio,January 2020,False,-1_covid19_about_and_you,-1,F,11.0,67
U_SW5mZWN0aW91c0R6,2020-01-24 16:21:47+00:00,"RT @RamyInocencio: NEW: Disney Shanghai closed. Forbidden City shut. Part of Great Wall off limits. All 70,000 cinemas dark. 35 million peo…",United States,New York,January 2020,False,49_disney_disneyland_shanghai_parks,49,U,8.0,1
U_SW5mZWN0aW91c0R6,2020-01-24 18:03:40+00:00,"RT @CIDRAP: With new #nCoV case in Chicago, US says no travel to #Wuhan https://t.co/hOrMUetckC #2019nCoV #CoronavirusOutbreak https://t.co…",United States,New York,January 2020,False,418_ncov2019_2019ncov_preve_elint,418,U,8.0,3
U_QXJyaWFkbmE=,2020-01-24 19:03:34+00:00,"RT @HanianEmpress: Do you trust the trump administration to handle the Coronavirus situation properly?

Please share.",United States,Florida,January 2020,False,-1_covid19_about_and_you,-1,U,7.0,67
U_VGhlQXJ0aWNsZVRydW5r,2020-01-24 19:30:56+00:00,"US STOCKS-Wall St slides on coronavirus fears, Intel offers support https://t.co/SycWzx0fcG",United States,New York,January 2020,False,105_dow_futures_stocks_points,105,U,0.0,2
U_UHVscE5ld3M=,2020-01-24 20:03:52+00:00,US Has Its 2nd Coronavirus #Case - Jan 24 @ 3:02 PM ET https://t.co/cMceS5TS0p,United States,USA,January 2020,False,82_case_chicago_confirmed_confirms,82,U,0.0,4
U_RGFpbHlNYWls,2020-01-24 20:05:14+00:00,RT @MailOnline: Two cases of coronavirus confirmed in France https://t.co/SZ1zXgaxLx #CoronavirusOutbreak https://t.co/wZVY35AG0Q,United States,New York,January 2020,False,482_france_europe_flashed_eyeball,482,U,2.0,2
U_TGF1cmllX0dhcnJldHQ=,2020-01-24 20:48:13+00:00,RT @DelthiaRicks: #Coronavirus: Two cases of the respiratory infection confirmed in France. They are the first diagnoses of #nCoV infection…,United States,New York,January 2020,False,482_france_europe_flashed_eyeball,482,U,6.0,2
U_Wnlyb0ZveHRyb3Q=,2020-01-24 20:58:02+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon Cambridge biotech company working to develop coronavirus vaccine 

#CoronaVirus
#WuhanFlu
#2019nCoV

https://t.co/QtSF4PFoo0",United States,Texas,January 2020,False,-1_covid19_about_and_you,-1,U,0.0,67
U_VGhlQXJ0aWNsZVRydW5r,2020-01-24 22:16:35+00:00,"With Wuhan virus genetic code in hand, scientists begin work on a vaccine https://t.co/zJZBXEoLfF",United States,New York,January 2020,False,-1_covid19_about_and_you,-1,U,0.0,67
U_ZnJMYXJvdXNzZTI=,2020-01-24 23:39:57+00:00,RT @MailOnline: Disturbing videos 'show people collapsing in streets of Chinese city at centre of #CoronavirusOutbreak' as death toll rises…,United States,USA,January 2020,False,-1_covid19_about_and_you,-1,U,1.0,67
U_TGF1cmllX0dhcnJldHQ=,2020-01-25 00:02:21+00:00,RT @jinder8: Thanks for this! Have you seen the Johns Hopkins situation reports?https://t.co/sWTT3n6w4v I did not see your preprint in thei…,United States,New York,January 2020,False,-1_covid19_about_and_you,-1,F,8.0,67
U_ZnJMYXJvdXNzZTI=,2020-01-25 01:16:32+00:00,"RT @Global_Mil_Info: #NEW: 1,125 confirmed cases of the coronavirus worldwide -  41 fatalities. #Wuhan #China #CoronavirusOutbreak",United States,USA,January 2020,False,-1_covid19_about_and_you,-1,U,1.0,67
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-25 02:01:49+00:00,"RT @zhusu: Top microbiologist states golden window of containment was missed, cost of containment escalating dramatically, virus takes 2-3m…",United States,South Dakota,January 2020,False,-1_covid19_about_and_you,-1,U,4.0,67
U_dm9pY2VvZnRoZWh3eQ==,2020-01-25 02:16:30+00:00,Cuomo says state is probing potential cases of coronavirus – New York Post https://t.co/wKq9gzezOi https://t.co/mOVS02A0Fo,United States,Georgia,January 2020,False,40_cuomo_andrew_yorks_gov,40,U,0.0,1
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-25 03:00:18+00:00,"RT @IndoPac_Info: The laboratory in Wuhan is the only declared site in China capable of working with deadly viruses.

Dany Shoham, a former…",United States,South Dakota,January 2020,False,-1_covid19_about_and_you,-1,A,3.0,67
U_a2VuX2NyaWNobG93,2020-01-25 03:24:06+00:00,RT @TheEconomist: Chinese people are far more mobile than they were when SARS hit https://t.co/yCC4iAMYcH,United States,New York,January 2020,False,150_asian_antiasian_hate_crimes,150,U,5.0,1
U_TGF1cmllX0dhcnJldHQ=,2020-01-25 03:41:12+00:00,"RT @CNNOpinion: ""On this date 17 years ago, I was covering SARS for several months as it spread across Asia,"" writes @Laurie_Garrett. ""So,…",United States,New York,January 2020,False,1447_sari_sars_glasser_triedandtrue,1447,U,6.0,1
U_Wnlyb0ZveHRyb3Q=,2020-01-25 03:43:41+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon @realDonaldTrump @libertytarian @OANN @JoceeeeCL @GlobalnewsW Coronavirus Could Infect 250,000 in Wuhan in Next 11 Days, Researchers Say

#CoronaVirus
#WuhanFlu
#2019nCoV

https://t.co/pqC4Jo7S91",United States,Texas,January 2020,False,320_wuhan_saycoronaviruswuhanflu2019ncov_3us_interestingdispatch,320,U,0.0,2
U_bWFrb3RvX2F1X2phcG9u,2020-01-25 04:20:49+00:00,"RT @The_Japan_News: With the start of the Lunar New Year period, Japan seeks to limit the spread of the new coronavirus as hundreds of tour…",United States,Oregon,January 2020,False,339_japan_coronavirusfollow_insanewith_minimizing,339,U,4.0,2
U_bWlsZW5hYWM=,2020-01-25 05:17:38+00:00,RT @DrEricDing: 12/ What is the typical R0 attack rate for the seasonal flu in most years? It’s around an R0=1.28. The 2009 flu pandemic? R…,United States,Texas,January 2020,False,1074_r0128_typical_r0_seasonal,1074,U,3.0,1
U_bWFrb3RvX2F1X2phcG9u,2020-01-25 05:34:55+00:00,RT @NewshubNZ: Many Chinese Kiwis are saying clearer advice is needed from authorities as the virus threat grows (via @radionz)  https://t.…,United States,Oregon,January 2020,False,696_kiwis_gtgtpatents_cooperated_pboc,696,U,4.0,1
U_RGVsdGhpYVJpY2tz,2020-01-25 06:19:35+00:00,"#Coronavirus: A special 1,000-bed hospital to be named, Huoshenshan Hospital, will take care of coronavirus patients exclusively. Construction crews broke ground on the new facility Thursday night. The facility is expected to be up and running Feb. 3 https://t.co/5Nj5E9COV5",United States,New York,January 2020,False,-1_covid19_about_and_you,-1,U,4.0,67
U_a2V2aW5wdXJjZWxs,2020-01-25 07:42:42+00:00,RT @IntNewsWatch: Malaysia confirms first cases of coronavirus infection https://t.co/2uZ6cPb5Xf - @Reuters,United States,Washington,January 2020,False,-1_covid19_about_and_you,-1,U,6.0,67
U_ZHVidk5PVw==,2020-01-25 11:55:20+00:00,Opinion: What it will take to stop the Wuhan coronavirus https://t.co/hfwGSoEKFa https://t.co/tpqGyVbD1f,United States,West Virginia,January 2020,False,320_wuhan_saycoronaviruswuhanflu2019ncov_3us_interestingdispatch,320,U,3.0,2
U_Vm1icml0c2No,2020-01-25 14:25:16+00:00,"RT @DrDenaGrayson: 👇🏼NAILED IT👇🏼

Medical epidemiologists are somewhat like hurricane trackers — trying to predict where/when/how severe an…",United States,Colorado,January 2020,False,-1_covid19_about_and_you,-1,F,11.0,67
U_RHJJYW5XZWlzc21hbg==,2020-01-25 16:11:58+00:00,"""Of critical importance are epidemiologic investigations to characterize transmission modes, reproduction interval &amp; clinical spectrum resulting from infection to inform &amp; refine strategies that can prevent, control &amp; stop the spread of 2019-nCoV."" @Vilavaite @ellakaz @Emil_LeeMD https://t.co/VV5doKMiwI",United States,Wisconsin,January 2020,False,-1_covid19_about_and_you,-1,U,3.0,67
U_YXlpcnBlbGxl,2020-01-25 17:22:22+00:00,"RT @MRC_Outbreak: UPDATE: Transmissibility estimates of #coronavirus #2019nCoV at 2.6

Identification &amp; testing potential cases to be as ex…",United States,California,January 2020,False,1163_26identification_transmissibility_ex_committed,1163,U,6.0,1
U_Wnlyb0ZveHRyb3Q=,2020-01-25 17:40:28+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon @realDonaldTrump @libertytarian @OANN @JoceeeeCL @GlobalnewsW @BANDIT_XRAY @vshih2 @CGTNOfficial @ZHAOSEN15 Japan Confirms Third Infection with Coronavirus

#CoronaVirus
#WuhanFlu
#2019nCov
#nCoV2019

https://t.co/suTTOiCbpd",United States,Texas,January 2020,False,339_japan_coronavirusfollow_insanewith_minimizing,339,U,0.0,2
U_Wnlyb0ZveHRyb3Q=,2020-01-25 17:42:01+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon @realDonaldTrump @libertytarian @OANN @JoceeeeCL @GlobalnewsW @BANDIT_XRAY @vshih2 @CGTNOfficial @ZHAOSEN15 Thai Authorities confirm sixth case of Coronavirus found in Thailand in city of Hua Hin

#CoronaVirus
#WuhanFlu
#2019nCov
#nCoV2019

https://t.co/K6pGwyqkpa",United States,Texas,January 2020,False,431_thailand_visa_tourist_thai,431,U,0.0,1
U_SGFydmFyZDJI,2020-01-25 21:56:02+00:00,RT @AnalyticaGlobal: China's president Xi Jinping warns killer coronavirus is accelerating https://t.co/Z7s6bOM0vn #CoronavirusOutbreak,United States,Maryland,January 2020,False,610_jinping_xi_accelerating_grave,610,U,0.0,1
U_T2xseU9sbHlJbkZyZWU=,2020-01-26 00:06:49+00:00,RT @alan_caulfield: I had a chat with Irish teacher Conor ‘De Valera’ who is holed up in Wuhan with noodles and beer in the middle of the c…,United States,New Jersey,January 2020,False,183_wuhan_dropping_citylike_fliesblack,183,U,0.0,1
U_T2xseU9sbHlJbkZyZWU=,2020-01-26 02:41:43+00:00,"RT @DrDenaGrayson: 🚨VIDEO from a hospital in #Wuhan, #China — the epicenter of the #CoronavirusOutbreak — shows numerous patients in distre…",United States,New Jersey,January 2020,False,1454_distre_numerous_epicenter_coronavirusoutbreakthe,1454,U,0.0,3
U_dG9td2xzbjMx,2020-01-26 02:54:38+00:00,RT @CDCgov: CDC has updated information about an outbreak of novel #coronavirus in China with cases exported to Thailand and Japan. See new…,United States,Colorado,January 2020,False,53_mainland_incubation_china_confirmed,53,U,4.0,4
U_TWVuZGlvbGFHcmFuZG1h,2020-01-26 02:54:59+00:00,RT @ABCWorldNews: OUTBREAK IMPACTS LUNAR NEW YEAR: Participants wear masks during Lunar New Year celebrations as growing concerns over the…,United States,California,January 2020,False,-1_covid19_about_and_you,-1,U,8.0,67
U_dGVkd2xzbjMx,2020-01-26 03:15:30+00:00,"RT @CDCgov: CDC has been proactively preparing for the possible introduction of #2019-nCoV in the US in a traveler from Wuhan, including on…",United States,Colorado,January 2020,False,619_2019ncov_evolving_ncov2019_simulations,619,U,10.0,2
U_ZnJMYXJvdXNzZTI=,2020-01-26 03:27:46+00:00,"RT @DrDenaGrayson: 🚨VIDEO from a hospital in #Wuhan, #China — the epicenter of the #CoronavirusOutbreak — shows numerous patients in distre…",United States,USA,January 2020,False,1454_distre_numerous_epicenter_coronavirusoutbreakthe,1454,U,1.0,3
U_SHViQnVja2V0,2020-01-26 03:49:07+00:00,"RT @statnews: As epidemiologists race to contain the outbreak of a novel #coronavirus, they’re getting backup from the explosion in genetic…",United States,New York,January 2020,False,394_merswhile_mutations_contagious_genetic,394,U,13.0,2
U_bWFrb3RvX2F1X2phcG9u,2020-01-26 03:58:25+00:00,"RT @CNNOpinion: ""Let's be clear. The Wuhan coronavirus is spreading rapidly, including to other continents... There is no known vaccine. Te…",United States,Oregon,January 2020,False,-1_covid19_about_and_you,-1,U,4.0,67
U_bWFrb3RvX2F1X2phcG9u,2020-01-26 04:12:27+00:00,What is #Croatia Doing to Prevent the Spreading of the New #Coronavirus? https://t.co/rKuWxwpvjs #pneumonia #nCoV #Wuhan via @totalcroatia1,United States,Oregon,January 2020,False,-1_covid19_about_and_you,-1,U,4.0,67
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-26 04:57:29+00:00,"RT @WHOWPRO: For information on countries in other regions, follow @WHO.

And learn more about how you can protect yourself and those you l…",United States,South Dakota,January 2020,False,-1_covid19_about_and_you,-1,U,4.0,67
U_SW5mZWN0aW91c0R6,2020-01-26 05:10:44+00:00,"RT @studersc: Shantou, with a population of 5m+, is over 1,000km from Wuhan https://t.co/Ys1NtoKnVe",United States,New York,January 2020,False,579_luo_bin_canadachina_airlifts,579,U,8.0,1
U_Y3doYXJsb3c=,2020-01-26 05:15:50+00:00,"RT @_SarahMcPhee: Five people being assessed in Queensland for the new coronavirus have tested negative to the disease, the state's health…",United States,Ohio,January 2020,False,18_kits_test_tests_testing,18,U,3.0,2
U_dGR6d2lsZXdza2k=,2020-01-26 06:02:06+00:00,"RT @sophia_yan: #Wuhan resident Chen Min, 65, died within 10 days of developing fever, cough. Docs never tested her for #coronavirus. She's…",United States,Idaho,January 2020,False,187_liang_wudong_chen_docs,187,U,-1.0,1
U_SmFuZVNlcG1laWVy,2020-01-26 06:13:33+00:00,"RT @DrDenaGrayson: 🚨VIDEO from a hospital in #Wuhan, #China — the epicenter of the #CoronavirusOutbreak — shows numerous patients in distre…",United States,USA,January 2020,False,1454_distre_numerous_epicenter_coronavirusoutbreakthe,1454,U,12.0,3
U_Vk9BU3RldmVuc29u,2020-01-26 10:40:33+00:00,Tech companies respond to Wuhan virus with refunds and price freezes https://t.co/jSnseOelGX @abacusnews,United States,District of Columbia,January 2020,False,-1_covid19_about_and_you,-1,U,1.0,67
U_bGVsbGluZ3c=,2020-01-26 11:02:20+00:00,"RT @BangkokPostNews: Japan will evacuate all its nationals from China's quarantined city of Wuhan, the epicentre of a deadly virus, Prime M…",United States,USA,January 2020,False,-1_covid19_about_and_you,-1,U,2.0,67
U_YnJlbm5lcl9jb2xsZWVu,2020-01-26 12:32:27+00:00,RT @MailOnline: Outbreak of deadly coronavirus linked to wildlife market that sold snakes prompts renewed calls for sale and consumption of…,United States,Arizona,January 2020,False,360_snakes_koalas_wildlife_ban,360,U,-1.0,2
U_RGFpbHlNYWls,2020-01-26 14:35:15+00:00,THIRD US case of coronavirus is confirmed in California after Chicago and Washington while Canada confirms its first case as https://t.co/lAD5o48W1M https://t.co/skPJwFom3P,United States,New York,January 2020,False,216_california_case_confirmed_third,216,U,2.0,2
U_ZHJwYXRmYXJyZWxs,2020-01-26 14:50:09+00:00,First presumptive positive case of coronavirus in Toronto - CityNews Toronto https://t.co/f4hPIBKdRZ #news #feedly,United States,USA,January 2020,False,1008_identifies_lazaro_manila_canada,1008,U,4.0,1
U_Y3lieXN0,2020-01-26 15:07:48+00:00,"RT @AJENews: UPDATE: Japan's Shinzo Abe is working with Chinese authorities to arrange the evacuation of Japanese nationals from Wuhan, the…",United States,Texas,January 2020,False,957_evacuate_evacuation_chaer_flight,957,U,3.0,1
U_VVNSZWFsaXR5Q2hlY2s=,2020-01-26 16:47:14+00:00,"The case involves a patient in Orange County, Calif., who had traveled to Wuhan, China, the epicenter of the outbreak. https://t.co/cbBv3lJXVi #USRC https://t.co/XNYQ3Q8zEl",United States,USA,January 2020,False,1513_guangdong_male_staed_traveled,1513,U,4.0,1
U_Q2F0aHlKb2VHUFQ=,2020-01-26 17:40:21+00:00,"RT @CNN: China says the deadly Wuhan coronavirus can spread before symptoms show, calling into question the US strategy to contain it as a…",United States,Mississippi,January 2020,False,1120_cont_question_symptomatic_strategy,1120,U,7.0,1
U_Sm9Bbm5Ed3llcjU=,2020-01-26 17:45:35+00:00,RT @planetscape: Resources regarding #nCoV2019 #nCov #CoronavirusOutbreak #WuhanCoronavirus #coronavirus #IDTwitter,United States,Massachusetts,January 2020,False,418_ncov2019_2019ncov_preve_elint,418,U,7.0,3
U_UHVscE5ld3M=,2020-01-26 17:58:44+00:00,#China stiffens its defences against epidemic as #death toll hits 56 - Jan 26 @ 12:57 PM ET https://t.co/2gZC9lHloS,United States,USA,January 2020,False,59_toll_rises_hubei_death,59,U,0.0,6
U_UlJhbHN0b25BZ2lsZQ==,2020-01-26 18:38:53+00:00,"RT @theradardude: @thespybrief Latest analysis predicts Wuhan city will have 200,000 cases by next week - I repeat 200k in Wuhan City alone…",United States,Washington,January 2020,False,1158_mayor_huangshi_xiaobo_yang,1158,U,4.0,1
U_TWF0dE11cnBoMjQ=,2020-01-26 19:06:06+00:00,"https://t.co/yoOvkcz5d6: Virginia Department of Health investigating 3 potential cases of coronavirus.
https://t.co/PyzuPjJsFi

via @GoogleNews",United States,Virginia,January 2020,False,-1_covid19_about_and_you,-1,U,2.0,67
U_TExMd3J5,2020-01-26 19:17:48+00:00,"RT @ErickVaughn24: @ABC So far, 8,200 people have died and 140,000 people have been hospitalized during the 2019-2020 flu season, according…",United States,Minnesota,January 2020,False,515_estimates_20182019_165_inseason,515,U,6.0,1
U_SGFydmFyZDJI,2020-01-26 19:18:11+00:00,RT @BNODesk: The U.S. CDC will provide an update on coronavirus at 3 p.m. ET,United States,Maryland,January 2020,False,222_703_52920_ataglance_mmwr,222,U,0.0,1
U_anJlZ2luYWxvbWJhcmRv,2020-01-26 19:21:59+00:00,"RT @RonaldKlain: Four days ago, I wrote (w/ Dr. Nicki Lurie) that we were past the ""if"" stage on the #nCoV2019 virus in the US, and on to t…",United States,New Jersey,January 2020,False,984_ncov2019_lurie_nicki_overseas,984,U,0.0,1
U_bG9yaV9jbHlkZXNkYWxl,2020-01-26 19:42:58+00:00,RT @SCMPNews: Number of coronavirus cases in China doubles as spread rate accelerates https://t.co/h57ByOuNeF,United States,California,January 2020,False,-1_covid19_about_and_you,-1,U,1.0,67
U_RGFsbGFzQW5hbHl0aWNz,2020-01-26 19:55:54+00:00,"RT @business: California confirmed a case of the coronavirus, marking the third case in the U.S. https://t.co/5le0g0Qp7s",United States,Texas,January 2020,False,216_california_case_confirmed_third,216,U,-1.0,2
U_TWlsZWVuS2lya3BhdHIz,2020-01-26 20:22:25+00:00,RT @NPR: The total number of Wuhan coronavirus cases confirmed in the U.S. has risen to four. https://t.co/6I9UEsinyH,United States,Florida,January 2020,False,409_mainland_milli_2700_deathslive,409,U,5.0,2
U_Wnlyb0ZveHRyb3Q=,2020-01-26 20:55:24+00:00,"RT @ActivistPost: US National Institutes of Health is partnering with vaccine company, Moderna, Inc. to develop a vaccine against the China…",United States,Texas,January 2020,False,-1_covid19_about_and_you,-1,U,0.0,67
U_Wnlyb0ZveHRyb3Q=,2020-01-26 22:33:58+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon @realDonaldTrump @libertytarian @OANN @JoceeeeCL @GlobalnewsW @BANDIT_XRAY @vshih2 @CGTNOfficial @ZHAOSEN15 Southwest Airlines removes passenger from plane in Maryland amid coronavirus concerns after display of 'flu-like symptoms' on flight from Las Vegas

#CoronaVirus
#WuhanFlu
#2019nCoV
#nCoV2019

https://t.co/OW93l3sjHm",United States,Texas,January 2020,False,-1_covid19_about_and_you,-1,U,0.0,67
U_UmVhbHRvckphaXJv,2020-01-26 23:03:33+00:00,Coronavirus: Five US cases confirmed as officials warn disease could spread to more people https://t.co/EKYPWH84rp https://t.co/Zil0ghy6pR,United States,Texas,January 2020,False,1011_5th_intubation_learnt_toronto,1011,U,1.0,2
