user_screen_name,created_at,text,Country,State,created_month,discourage,topic,topic_id,final_stance,stance_cumulative_sum,topic_frequency
U_X1l2b25uZUJ1cnRvbg==,2020-01-23 21:37:29+00:00,RT @JackPosobiec: Chinese dissidents made this meme to protest the social media mass censorship going on in China about the Wuhan outbreak…,United States,Tennessee,January 2020,True,2933_censoring_posts_30ccp_catfish,2933,U,-5.0,2
U_ZnJMYXJvdXNzZTI=,2020-01-24 02:27:16+00:00,RT @MrOtter15: @business Yep. Keep letting people fly in and out of China and you will have a worldwide epidemic in a few weeks because the…,United States,USA,January 2020,True,-1_them_they_our_you,-1,U,1.0,109
U_dm9pY2VvZnRoZWh3eQ==,2020-01-24 07:27:43+00:00,China coronavirus: 14 people in UK tested for new strain – BBC News https://t.co/XrG4K8Ja19 https://t.co/5NdvKdjqkW,United States,Georgia,January 2020,True,-1_them_they_our_you,-1,U,0.0,109
U_R2F3bGluc2tpTGF1cmE=,2020-01-24 07:44:33+00:00,RT @Independent: First UK patients being treated for suspected coronavirus after travelling from China https://t.co/r7Tr9iyYF5,United States,Massachusetts,January 2020,True,-1_them_they_our_you,-1,U,10.0,109
U_T2NjdVdvcmxk,2020-01-24 09:58:10+00:00,"Coronavirus, Organic or Purposely Released? /// Coincidence??  https://t.co/ItQUbMhcqR",United States,Texas,January 2020,True,-1_them_they_our_you,-1,U,0.0,109
U_QmFyYmlld2l0aGF0dWRl,2020-01-24 12:51:28+00:00,RT @BNODesk: We have just confirmed our 900th case of coronavirus. https://t.co/XQhLD5wMuG,United States,California,January 2020,True,-1_them_they_our_you,-1,U,9.0,109
U_RG9vZGxlc1Rya3M=,2020-01-24 12:55:18+00:00,RT @ivycedarlane: @BS2KZ @Cara_TXZEAL @RMachArts @KassMiass @DoodlesTrks @mizdonna To follow #coronAvirus https://t.co/amyOAylPWM,United States,California,January 2020,True,157_trave_cerveza_kevins_rager,157,U,-4.0,2
U_ZnJlZHdhbHRvbjIxNg==,2020-01-24 16:09:21+00:00,France has a suspected coronavirus patient. https://t.co/30REIqnHiJ,United States,Pennsylvania,January 2020,True,2521_france_repatriating_bfm_buzyn,2521,U,1.0,4
U_YWx2YXJlel9uaW1lcg==,2020-01-24 18:22:31+00:00,"RT @dwnews: It may not seem like it, but this is a construction project that aims to save lives.

China is building a hospital dedicated to…",United States,Ohio,January 2020,True,445_construction_built_makeshift_emergent,445,F,1.0,1
U_emVlc2hhbl9zaGFoX2Rj,2020-01-24 20:03:47+00:00,RT @DeItaOne: FRANCE DECLARES FIRST CONFIRMED CASE OF CORONAVIRUS: HEALTH MINISTER,United States,District of Columbia,January 2020,True,-1_them_they_our_you,-1,U,4.0,109
U_Wnlyb0ZveHRyb3Q=,2020-01-24 21:01:11+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon France confirms first two cases of coronavirus

#CoronaVirus
#WuhanFlu
#2019nCoV

https://t.co/WIDOmFUJFK",United States,Texas,January 2020,True,2521_france_repatriating_bfm_buzyn,2521,U,0.0,4
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-24 21:02:08+00:00,RT @IntelDoge: North Carolina Department of Health and Human Services investigating potential case of Coronavirus. Person had visited China…,United States,South Dakota,January 2020,True,1422_reconsider_430000_beganafter_pti,1422,U,4.0,2
U_Sm9aUGluYQ==,2020-01-24 22:00:37+00:00,RT @JaneLytv: 7. Worth repeating  — there is *nothing* to connect these images to coronavirus. https://t.co/nEnVCU93Hd,United States,USA,January 2020,True,-1_them_they_our_you,-1,F,8.0,109
U_T2NjdVdvcmxk,2020-01-24 22:32:24+00:00,Gematria Effect: Wuhan Coronavirus Outbreak Prior To Chinese Year Of The Rat https://t.co/KUsQTyBaEs,United States,Texas,January 2020,True,-1_them_they_our_you,-1,U,0.0,109
U_QXZvbmFu,2020-01-24 23:50:51+00:00,"RT @lizmoblubuckeye: France reported two cases of coronavirus on Friday evening, the first ones discovered in Europe

China heads into Luna…",United States,Ohio,January 2020,True,2521_france_repatriating_bfm_buzyn,2521,U,8.0,4
U_S2VubmV0aEhvd2FyZEMz,2020-01-25 00:03:24+00:00,RT @ErieNewsNow: Dr. Rebecca Dawson From Allegheny College Discusses Coronavirus https://t.co/qQo4jaXcij,United States,Pennsylvania,January 2020,True,-1_them_they_our_you,-1,F,4.0,109
U_SmVmZkxlZTIwMjA=,2020-01-25 00:10:56+00:00,BREAKING: Coronavirus a stealth strain that can be carried by people who show NO fever or coughing symptoms… detection almost impossible under current government guidelines – https://t.co/FFZs9M3nxo https://t.co/TQ09ZKDHTu https://t.co/eZFqEupGfD,United States,USA,January 2020,True,-1_them_they_our_you,-1,U,-2.0,109
U_ZWxlY3RyaWNib3lv,2020-01-25 00:22:16+00:00,"RT @DrDenaGrayson: @thespybrief In addition to being highly contagious, this novel #coronavirus can cause a SEVERE infection that can kill…",United States,USA,January 2020,True,863_contagious_cookout_toxicologist_nonsymptomatic,863,F,5.0,1
U_Y3doYXJsb3c=,2020-01-25 02:00:06+00:00,RT @bactiman63: France: Three 2019-nCoV cases confirmed https://t.co/ilmqKskVM4,United States,Ohio,January 2020,True,2895_ncov_panic2_reminders1_duque,2895,U,3.0,1
U_Y3JhaWdtYXRzdWRh,2020-01-25 02:14:33+00:00,RT @tpetruno: The virus seems to cause only minor symptoms — such as fever and difficulty with breathing — in people who are young and heal…,United States,California,January 2020,True,-1_them_they_our_you,-1,U,6.0,109
U_T2NjdVdvcmxk,2020-01-25 03:02:45+00:00,Ben Swann on CDC Vaccination Schedule https://t.co/r8dwt6sCCa https://t.co/gsk3BLQO7D,United States,Texas,January 2020,True,1_vaccinated_vaccine_vaccines_stacontrolling,1,U,0.0,2
U_SW5mZWN0aW91c0R6,2020-01-25 03:50:51+00:00,The statement from the Malaysian Ministry of Health on the identification of 3 coronavirus cases https://t.co/3TNqTIFm3z,United States,New York,January 2020,True,4586_malaysia_detects_561_strand,4586,U,8.0,1
U_Wnlyb0ZveHRyb3Q=,2020-01-25 03:59:29+00:00,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews @vcdgf555 @Tominmedill @AuroraIntel @ChicomDragon @realDonaldTrump @libertytarian @OANN @JoceeeeCL @GlobalnewsW Colorado Has Its First Potential Case of The Wuhan Coronavirus

#CoronaVirus
#WuhanFlu
#2019nCoV

https://t.co/ihiCXFCxvy",United States,Texas,January 2020,True,4545_illino_fifth_arizona_washington,4545,U,0.0,1
U_TXVsdGlqbzE=,2020-01-25 04:07:51+00:00,"RT @AngrierWHStaff: “Today, I am announcing a complete ban on beer imports from Mexico in order to help contain the Coronavirus.”

- Donald…",United States,New Jersey,January 2020,True,131_beer_drink_alcoholicsim_alcohol,131,U,4.0,1
U_bWFrb3RvX2F1X2phcG9u,2020-01-25 04:19:51+00:00,"RT @kyodo_english: Confirmed new #coronavirus cases top 1,000 in China, 41 dead

https://t.co/OBRlqf5knA",United States,Oregon,January 2020,True,53_106_toll_1287_2744,53,U,4.0,7
U_ZnJMYXJvdXNzZTI=,2020-01-25 05:04:25+00:00,"RT @techtalkersteve: When you are reporting a major virus outbreak, the last thing you want is to see the newsreader do this. #CoronavirusO…",United States,USA,January 2020,True,-1_them_they_our_you,-1,U,1.0,109
U_c2hlbHRnYXJuZXI=,2020-01-25 05:12:47+00:00,"RT @nycgramr: Wuhan is the capital of Hubei province, People's Republic of China. 
Population: 11 Million (currently on lockdown)
Right now…",United States,Virginia,January 2020,True,2125_megacity_huangshi_xiaobo_peoplemore,2125,U,3.0,1
U_X1l2b25uZUJ1cnRvbg==,2020-01-25 06:29:28+00:00,"RT @Cernovich: From 2017 

Inside the Chinese lab poised to study world's most dangerous pathogens

A laboratory in Wuhan is on the cusp of…",United States,Tennessee,January 2020,True,3249_pathogens_biohazard_ultra_worlds,3249,U,-5.0,1
U_ZHVidk5PVw==,2020-01-25 06:37:06+00:00,Video Shows Man Suddenly Collapsing in Public Amid Coronavirus Outbreak https://t.co/IoS0cW4jsS,United States,West Virginia,January 2020,True,-1_them_they_our_you,-1,U,3.0,109
U_TGluaE5ndXllbkxvdmU=,2020-01-25 07:51:22+00:00,"RT @QuickTake: @business Australia reported its first confirmed case of the #coronavirus on Saturday.

Victorian Health Minister @JennyMika…",United States,USA,January 2020,True,593_australia_melbourne_electron_wales,593,U,2.0,2
U_c2hlbHRnYXJuZXI=,2020-01-25 10:21:04+00:00,"RT @GorseFires: In the UK, authorities are trying to urgently track down 2,000 travellers who arrived recently from Wuhan.

An epic fuck up…",United States,Virginia,January 2020,True,3161_1460_selfis_politely_visitors,3161,U,3.0,2
U_VEFMSzEzNzA=,2020-01-25 11:42:02+00:00,"UPDATE: Wuhan bans cars, Hong Kong closes schools as virus spreads https://t.co/xTWhQwVwgK",United States,Texas,January 2020,True,4799_ware_kong_hong_suspended,4799,U,1.0,1
U_Y3lieXN0,2020-01-25 12:45:37+00:00,"RT @ForeignPolicy: Wuhan faces quarantine as coronavirus spreads, Imran Khan discusses China, and Trump picks up Ukraine conspiracy theory.…",United States,Texas,January 2020,True,-1_them_they_our_you,-1,U,3.0,109
U_YmxhbmtldGNyYXA=,2020-01-25 13:08:54+00:00,RT @BlackDouglas: Wuhan is in lockdown! No one in or out! https://t.co/iLQl6HehyB,United States,California,January 2020,True,-1_them_they_our_you,-1,U,4.0,109
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-25 13:33:44+00:00,RT @SCMPHongKong: China virus: Finnair staff in Hong Kong refused permission to wear masks during Wuhan coronavirus outbreak https://t.co/q…,United States,South Dakota,January 2020,True,179_shosupply_airpobecause_hong_taobao,179,U,5.0,2
U_emVlc2hhbl9zaGFoX2Rj,2020-01-25 13:36:31+00:00,"RT @onlyyoontv: when Chinese get sick, they often make trip to a big city for care because health care system is lacking esp. in provinces.…",United States,District of Columbia,January 2020,True,-1_them_they_our_you,-1,U,4.0,109
U_TWFydGhhTHlubmVPd2Ux,2020-01-25 13:42:51+00:00,"RT @alandove: Here's your periodic reminder that basic research is only ""useless"" until it suddenly becomes the most important thing in the…",United States,Maine,January 2020,True,4144_periodic_becomes_useless_basic,4144,U,6.0,1
U_T2xseU9sbHlJbkZyZWU=,2020-01-25 13:55:56+00:00,"RT @badiucao: #Wuhan LockDown will not just ban public traffic but also restrain private cars now.
crazy policy，people can only walk now.
w…",United States,New Jersey,January 2020,True,-1_them_they_our_you,-1,U,0.0,109
U_YWJyYW1zb24xMjM0,2020-01-25 14:45:40+00:00,"RT @kelly2277: 🧪Qiu, escorted out of the Canadian lab in July amid an RCMP investigation, made several trips a year to the Wuhan National B…",United States,Maryland,January 2020,True,5919_rcmp_escoed_qiu_canadian,5919,U,7.0,2
U_QXZvbmFu,2020-01-25 14:46:48+00:00,"RT @XSovietNews: Six passengers were removed from a Belavia flight from Minsk to Munich for unknown reasons, and the plane turned around ov…",United States,Ohio,January 2020,True,4291_gate_takeoff_dumps_spotlesspassengers,4291,U,8.0,1
U_ZnJMYXJvdXNzZTI=,2020-01-25 16:29:35+00:00,"RT @robinsnewswire: ""US News: France confirms first two cases of coronavirus #News"": https://t.co/Hb7VBw2qXe",United States,USA,January 2020,True,2521_france_repatriating_bfm_buzyn,2521,U,1.0,4
U_TGlzYWplYW5hcHBsZQ==,2020-01-25 16:31:30+00:00,RT @ChinaDaily: #Travel agencies and online travel service providers have been told to suspend group tours and travel packages that include…,United States,Kentucky,January 2020,True,-1_them_they_our_you,-1,U,2.0,109
U_bW1zNTA0OA==,2020-01-25 16:59:53+00:00,"RT @grantstern: Glad to see that Trump, who dislikes China intensely, effectively outsourced our public health response to this virus to Pr…",United States,North Carolina,January 2020,True,89_virusits_virushes_blah_rapapowants,89,U,5.0,1
U_TGlzYWplYW5hcHBsZQ==,2020-01-25 18:15:04+00:00,"RT @DrDenaGrayson: 🚨BREAKING: in a highly unprecedented move, the city of #Beijing announces that it will restrict travel, including **susp…",United States,Kentucky,January 2020,True,-1_them_they_our_you,-1,U,2.0,109
U_a3BqcHNw,2020-01-25 19:26:02+00:00,"RT @B52Malmet: “The Wildlife Conservation Society, an advocacy organization based in NY, called for a global ban on the commercial sale of…",United States,California,January 2020,True,173_wildlife_trade_cats_animals,173,U,10.0,1
U_anVzdGpvMg==,2020-01-25 19:29:51+00:00,"RT @HQEDphd: @SenCoryGardner @AsiaReassurance Cory ""No Witnesses Coverup"" Gardner voted to decimate the CDC and science research into vacci…",United States,Illinois,January 2020,True,1_vaccinated_vaccine_vaccines_stacontrolling,1,F,6.0,2
U_YmlrZXJiZA==,2020-01-25 19:55:12+00:00,"RT @ezralevant: Donald Trump is busy evacuating Americans from China.

Justin Trudeau is taking another “personal day”.

#coronavirus https…",United States,New Jersey,January 2020,True,-1_them_they_our_you,-1,U,2.0,109
U_c2hlbHRnYXJuZXI=,2020-01-25 20:25:29+00:00,RT @GISLounge: Mapping the Spread of the Wuhan Coronavirus https://t.co/mqPdKN3V4s https://t.co/NhNIu6PDoL,United States,Virginia,January 2020,True,-1_them_they_our_you,-1,U,3.0,109
U_TGF1cmllX0dhcnJldHQ=,2020-01-25 20:27:09+00:00,"RT @PDChina: Wuhan announced to build another hospital with a capacity of 1,300 beds for #nCoV2019 patients in the next 15 days. The hospit…",United States,New York,January 2020,True,5640_beijings_accommodate_sars_model,5640,F,7.0,1
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-25 20:51:19+00:00,RT @EndGameWW3: My personal belief this was a Bio Weapon. A) Either got released on purpose B) Released by accident C) Someone stole it and…,United States,South Dakota,January 2020,True,-1_them_they_our_you,-1,A,4.0,109
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-25 21:18:19+00:00,"RT @NonghuaNews: Translate: Hotel refuse to rent room to Hubei People (Wuhan province). In normal time, hotel only refuse Henan people. 😷😥…",United States,South Dakota,January 2020,True,-1_them_they_our_you,-1,U,4.0,109
U_Vm1icml0c2No,2020-01-25 21:32:31+00:00,RT @Jkylebass: A husband and wife Chinese spy team were recently removed from a Level 4 Infectious Disease facility in Canada for sending p…,United States,Colorado,January 2020,True,549_spy_facility_removed_infectious,549,A,10.0,1
U_YmV0dHljanVuZw==,2020-01-25 21:57:14+00:00,"The genetic building blocks of the Wuhan coronavirus more closely resembled that of snakes. According to the researchers, the only way to be sure of where the virus came from is to take DNA samples from animals sold at the Huanan market and from wild snakes and bats in the area. https://t.co/9jmG21LbVs",United States,USA,January 2020,True,-1_them_they_our_you,-1,U,9.0,109
U_c2hlbHRnYXJuZXI=,2020-01-25 22:34:03+00:00,RT @globalnewsto: BREAKING: Global News has learned Ontario health officials are expected to announce that a “presumptive case” of coronavi…,United States,Virginia,January 2020,True,752_presumptive_toronto_ontario_ontarios,752,U,3.0,2
U_bmptaWtlNzMx,2020-01-25 23:22:15+00:00,RT @CNN: The US government is arranging a charter flight to evacuate American diplomats and citizens from the Chinese city that has become…,United States,New Jersey,January 2020,True,105_evacuate_consulate_chaer_diplomats,105,U,6.0,9
U_ZnJMYXJvdXNzZTI=,2020-01-25 23:57:13+00:00,RT @DailyMail: How to travel safely during the coronavirus outbreak https://t.co/GtQS5WEDdb,United States,USA,January 2020,True,2821_harden_easiest_outbreakcall_tour,2821,U,1.0,1
U_YnJlbm5lcl9jb2xsZWVu,2020-01-26 00:33:51+00:00,@SpeakerPelosi You are unaware  - China has canceled all Lunar New Year  festivities and locked down Wuhan due to outbreak #Cornoavirus  90K exposed 45 dead - flights from China are landing at SFO airport you have homeless susceptible to the virus - give them masks,United States,Arizona,January 2020,True,-1_them_they_our_you,-1,U,-1.0,109
U_RG9vZGxlc1Rya3M=,2020-01-26 01:57:35+00:00,"RT @Cara_TXZEAL: Canadian traveler from Wuhan presumed w/ https://t.co/qad1kt6TEi in self isolation. 

Provincial lab has confirmed. Awaiti…",United States,California,January 2020,True,5919_rcmp_escoed_qiu_canadian,5919,U,-4.0,2
U_bmV3c2ZpbHRlcmlv,2020-01-26 02:30:56+00:00,China locks down two cities at epicenter of virus outbreak https://t.co/8mEqof4UiP,United States,New York,January 2020,True,1927_locks_huanggang_sayvirus_eafp,1927,U,3.0,3
U_bmV3c2ZpbHRlcmlv,2020-01-26 03:04:56+00:00,China locks down two cities at epicentre of virus outbreak https://t.co/Y2ZQjERYWu,United States,New York,January 2020,True,1927_locks_huanggang_sayvirus_eafp,1927,U,3.0,3
U_Q2FybGVuZUdhcnJpc282,2020-01-26 03:35:12+00:00,"RT @RedTRaccoon: US chartering flight to evacuate Americans and diplomats out of China amid coronavirus outbreak

https://t.co/8b2xOhrHPS",United States,North Carolina,January 2020,True,105_evacuate_consulate_chaer_diplomats,105,U,2.0,9
U_T2xseU9sbHlJbkZyZWU=,2020-01-26 04:07:15+00:00,RT @masijaV60: dude from Wuhan uploaded a YouTube video about the citizens of Wuhan perception and report about their situations right now…,United States,New Jersey,January 2020,True,2846_chinaheads_appearingin_serio_junk,2846,U,0.0,1
U_VGVyYW0zMjNUZXJl,2020-01-26 04:18:10+00:00,RT @thedailybeast: Doctors are making grueling rounds at Wuhan hospitals—sometimes wearing adult diapers to get through their shifts—as the…,United States,USA,January 2020,True,-1_them_they_our_you,-1,U,5.0,109
U_YmlrZXJiZA==,2020-01-26 04:36:10+00:00,"RT @robbystarbuck: We need to shut down all air travel to and from China. It’s time. Until China gets a handle on this Coronavirus crisis,…",United States,New Jersey,January 2020,True,987_pu_tourism_reacted_entering,987,U,2.0,1
U_VGhlQXJ0aWNsZVRydW5r,2020-01-26 04:56:25+00:00,"U.S. says to evacuate consulate staff, some U.S. citizens from Wuhan https://t.co/oIz4vRT51d",United States,New York,January 2020,True,105_evacuate_consulate_chaer_diplomats,105,U,0.0,9
U_TGF1cmllX0dhcnJldHQ=,2020-01-26 05:17:30+00:00,"RT @MicrobesInfect: Death toll from the #Wuhan #nCoV2019 #coronavirus in China continues rising.

56 people have been killed in China &amp; &gt;1,…",United States,New York,January 2020,True,-1_them_they_our_you,-1,U,6.0,109
U_bWFrb3RvX2F1X2phcG9u,2020-01-26 05:38:18+00:00,"RT @AFP: @hectorretamal The animal-borne SARS virus 17 years ago was supposed to be a wake-up call about consuming wildlife as food, but sc…",United States,Oregon,January 2020,True,-1_them_they_our_you,-1,U,4.0,109
U_YmxhbmtldGNyYXA=,2020-01-26 05:47:32+00:00,"RT @RobertDeNiroUS: ""A #coronavirus is a virus which has little appendages on top looking like a crown, hence the name. The big issue is th…",United States,California,January 2020,True,157_trave_cerveza_kevins_rager,157,U,4.0,2
U_bGl0dGxlYnl0ZXNuZXdz,2020-01-26 05:49:59+00:00,RT @MailOnline: Wuhan residents say they have ALL been left to catch China's deadly coronavirus as city orders total lockdown https://t.co/…,United States,USA,January 2020,True,3866_breakingus_presi_evacuate_urgent,3866,U,-1.0,1
U_YnVzaW5lc3M=,2020-01-26 07:09:03+00:00,Thailand’s economy faces fresh turbulence after China banned outbound group tours to try and limit the spread of the novel coronavirus https://t.co/pDLCwMNGvV,United States,New York,January 2020,True,-1_them_they_our_you,-1,U,6.0,109
U_TExMd3J5,2020-01-26 07:35:00+00:00,"RT @karolcummins: 🔑QPQ17🔑

France charges bitcoin expert Vinnik with 💰💦

Changes are coming to your credit score

Weeks before lockdown, Wu…",United States,Minnesota,January 2020,True,-1_them_they_our_you,-1,U,6.0,109
U_Y3doYXJsb3c=,2020-01-26 08:33:11+00:00,RT @XHNews: China has been strengthening the provision of medical supplies to combat the viral pneumonia outbreak. https://t.co/BHWh3kT38P…,United States,Ohio,January 2020,True,-1_them_they_our_you,-1,U,3.0,109
U_Y3doYXJsb3c=,2020-01-26 09:45:37+00:00,RT @japantimes: China names HIV drugs as part of treatment plan for Wuhan virus https://t.co/inpQFRaRpa,United States,Ohio,January 2020,True,2023_abbvie_abbv_antiviral_hiv,2023,U,3.0,2
U_ZXBpX3R3aXQ=,2020-01-26 11:03:20+00:00,"RT @ResearchEpi: https://t.co/IlALL0haDk More than 2,000 now infected with coronavirus; 56 dead in China #epitwitter",United States,New York,January 2020,True,-1_them_they_our_you,-1,U,11.0,109
U_ZmFtaWx5ZGlzYXN0ZXI=,2020-01-26 11:32:56+00:00,"RT @lookner: According to WSJ roughly 1,000 American citizens are in Wuhan, and this plane holds around 230 people. US citizens who get a s…",United States,South Dakota,January 2020,True,105_evacuate_consulate_chaer_diplomats,105,U,4.0,9
U_R2F3bGluc2tpTGF1cmE=,2020-01-26 11:55:20+00:00,"RT @suelinwong: Breaking: incubation period (from exposure to signs of symptoms) of the coronavirus is around 10 days, says China's health…",United States,Massachusetts,January 2020,True,1450_incubation_period_lasts_icke,1450,U,10.0,1
U_UmVTaW5hbmlhbg==,2020-01-26 12:01:24+00:00,RT @vernon_yuen: #Live: #Protesters set fire to a lobby of the building which is set to be use as a quarantine area and medical staff barra…,United States,USA,January 2020,True,-1_them_they_our_you,-1,U,1.0,109
U_QmV0dGVydzA1NzU5NzAz,2020-01-26 12:09:12+00:00,RT @ochealth: PRESS RELEASE:  The OC Health Care Agency’s Communicable Disease Control Division received confirmation from the Centers for…,United States,Missouri,January 2020,True,1412_communicable_agencys_oc_division,1412,U,7.0,1
U_Y3doYXJsb3c=,2020-01-26 13:00:47+00:00,RT @XHNews: China beefs up action to contain new pneumonia epidemic as more cases reported #coronavirus https://t.co/hpmQYnYQTN https://t.c…,United States,Ohio,January 2020,True,-1_them_they_our_you,-1,U,3.0,109
U_Y3lieXN0,2020-01-26 13:10:16+00:00,"RT @RawStory: President Xi Jinping warns China’s coronavirus situation is ‘grave’ due to ‘accelerating spread’ of the virus 
 https://t.co/…",United States,Texas,January 2020,True,1172_jinping_xi_jinpings_jin,1172,U,3.0,2
U_dGVuYWpk,2020-01-26 13:44:53+00:00,"RT @PDChina: Chinese health authorities announced Sunday that 1,975 confirmed cases of pneumonia caused by the novel coronavirus (2019-nCoV…",United States,USA,January 2020,True,4336_1975_pneumonia_1287_2019ncov,4336,U,6.0,1
U_QUJD,2020-01-26 14:13:38+00:00,"Japanese Prime Minister Shinzo Abe says he is making arrangements to fly Japanese people home from the Chinese city of Wuhan, the epicenter of an outbreak of a new viral illness. https://t.co/pqj6OTOHxt",United States,New York,January 2020,True,-1_them_they_our_you,-1,U,1.0,109
U_dGVkd2xzbjMx,2020-01-26 14:51:29+00:00,"RT @SatanFC: Don't forget 2 #GoVegan or get #coronavirus ⚠️⚠️⚠️

#CoronavirusChino #Coronavirustoronto #Coronavirusmexico #coronaviruses #c…",United States,Colorado,January 2020,True,-1_them_they_our_you,-1,F,10.0,109
U_bGlmZWlzZ29vZGZvcm0=,2020-01-26 15:12:41+00:00,"@TxPelican56 @DrDenaGrayson @thespybrief ""The outbreak is occurring in Wuhan, about 700 miles south of Beijing. Wuhan is a leading center for virology research in China..."" =Somebody let the ""bug"" out of the bag.",United States,Florida,January 2020,True,-1_them_they_our_you,-1,U,4.0,109
U_anJlZ2luYWxvbWJhcmRv,2020-01-26 15:19:01+00:00,"RT @JohnBasham: BREAKING: The Director of John's Hopkins Center for Health Security, Tom Inglesby, does an excellent &amp; jarring thread on th…",United States,New Jersey,January 2020,True,-1_them_they_our_you,-1,U,0.0,109
U_ZHVidk5PVw==,2020-01-26 17:10:11+00:00,NewsWatch: Why the coronavirus outbreak could trigger a stock-market pullback https://t.co/Vce8dJCVii https://t.co/4vBw2ZQsou,United States,West Virginia,January 2020,True,59_stocks_markets_investors_stock,59,U,3.0,2
U_UHVibGljSGVhbHRoTWFw,2020-01-26 17:30:23+00:00,RT @CDCgov: #DYK? #Radon is the second leading cause of lung cancer after cigarette smoking. Having your home tested is the only effective…,United States,District of Columbia,January 2020,True,6376_tobacco_radon_dyk_cigarette,6376,F,18.0,1
U_ZnJMYXJvdXNzZTI=,2020-01-26 17:41:46+00:00,RT @DailyMailUK: Number of UK patients tested for coronavirus rises to 52 while NHS staff are briefed on how to handle DEAD BODIES #Coronav…,United States,USA,January 2020,True,-1_them_they_our_you,-1,U,1.0,109
U_X1l2b25uZUJ1cnRvbg==,2020-01-26 18:49:31+00:00,"RT @1BuckAbove: Coronavirus ""whistleblower"" nurse says China has 90,000 sick https://t.co/AqsUkE4hbu",United States,Tennessee,January 2020,True,2897_90000_millionsvide_virussays_coronavirusrnau,2897,U,-5.0,1
U_X1l2b25uZUJ1cnRvbg==,2020-01-26 18:49:40+00:00,"RT @1BuckAbove: Well ladies and gentleman why the China Virus outbreak? anything to do with
Stock market, Vaccine money, Trump, A Test etc.…",United States,Tennessee,January 2020,True,-1_them_they_our_you,-1,U,-5.0,109
U_UmljaGxpbjExYQ==,2020-01-26 18:58:52+00:00,"RT @BasedPoland: This video is going viral in China right now.

Citizen says the government is covering up how bad the #Wuhan #CoronaVirus.…",United States,Virginia,January 2020,True,1214_nowcitizen_10k_violators_herded,1214,U,-1.0,1
